"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda de Articulo en Tienda Telmex","Busqueda articulo en Tienda Telmex","SUCCESS","2019-08-05T11:24:45.8399521-05:00[America/Bogota]","0.0","45.42"
